ID;Nome e cognome;Email (chiave);Tipologia stakeholder;Regione;Canale di ingaggio;In database DEM
1379;Barbara Volpe;barbara.volpe@example.org;HCP - Medico di medicina generale;Liguria;Database DEM;true
1380;Daniele Costa;daniele.costa@example.org;Farmacia ospedaliera;Veneto;Database DEM;true
1381;Beatrice Russo;beatrice.russo@example.org;Altro / Industry;Lombardia;Database DEM;true
1382;Anna Volpe;anna.volpe@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
1383;Michele Bacci;michele.bacci@example.org;Studio medico / Ambulatorio;Toscana;Database DEM;true
1384;Nicola Desantis;nicola.desantis@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
1385;Raffaella Ferretti;raffaella.ferretti@example.org;HCP - Medico di medicina generale;Campania;Database DEM;true
1386;Giulio Manfredi;giulio.manfredi@example.org;HCP - Diabetologo;Veneto;Database DEM;true
1387;Paolo Ferrari;paolo.ferrari@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
1388;Simone Mazza;simone.mazza@example.org;Studio medico / Ambulatorio;Lombardia;Database DEM;true
1389;Angela Zanetti;angela.zanetti@example.org;HCP - Diabetologo;Liguria;Database DEM;true
1390;Sofia Desantis;sofia.desantis@example.org;Studio medico / Ambulatorio;Emilia-Romagna;Database DEM;true
1391;Roberta Martelli;roberta.martelli@example.org;Altro / Industry;Campania;Database DEM;true
1392;Sabrina Zanini;sabrina.zanini@example.org;Studio medico / Ambulatorio;Toscana;Database DEM;true
1393;Jacopo Carbone;jacopo.carbone@example.org;Farmacia ospedaliera;Veneto;Database DEM;true
1394;Daniele Vitale;daniele.vitale@example.org;Studio medico / Ambulatorio;Piemonte;Database DEM;true
1395;Sara Pesce;sara.pesce@example.org;HCP - Diabetologo;Toscana;Database DEM;true
1396;Giorgia Deluca;giorgia.deluca@example.org;HCP - Diabetologo;Veneto;Database DEM;true
1397;Federico Farina;federico.farina@example.org;Farmacia ospedaliera;Lombardia;Database DEM;true
1398;Riccardo Martini;riccardo.martini@example.org;HCP - Medico di medicina generale;Campania;Database DEM;true
1399;Caterina Riva;caterina.riva@example.org;Direzione sanitaria;Puglia;Database DEM;true
1400;Andrea Galli;andrea.galli@example.org;HCP - Endocrinologo;Calabria;Database DEM;true
1401;Luca Manfredi;luca.manfredi@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
1402;Laura Mazza;laura.mazza@example.org;Studio medico / Ambulatorio;Lombardia;Database DEM;true
1403;Simone Borghi;simone.borghi@example.org;HCP - Infermiere / Educatore;Sicilia;Database DEM;true
1404;Susanna Montanari;susanna.montanari@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
1405;Beatrice Bassi;beatrice.bassi@example.org;HCP - Medico di medicina generale;Sardegna;Database DEM;true
1406;Ilaria Piras;ilaria.piras@example.org;HCP - Diabetologo;Campania;Database DEM;true
1407;Giovanni Parisi;giovanni.parisi@example.org;Altro / Industry;Piemonte;Database DEM;true
1408;Tommaso Messina;tommaso.messina@example.org;Studio medico / Ambulatorio;Lombardia;Database DEM;true
1409;Giorgio Pagano;giorgio.pagano@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
1410;Davide Rizzo;davide.rizzo@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
1411;Caterina Marini;caterina.marini@example.org;HCP - Diabetologo;Puglia;Database DEM;true
1412;Daniela Corsi;daniela.corsi@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
1413;Davide Amato;davide.amato@example.org;HCP - Diabetologo;Veneto;Database DEM;true
1414;Samuele Giuliani;samuele.giuliani@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
1415;Daniele Colombo;daniele.colombo@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1416;Anna Orlando;anna.orlando@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
1417;Federica Fumagalli;federica.fumagalli@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
1418;Giacomo Guerra;giacomo.guerra@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
1419;Giulio Barbieri;giulio.barbieri@example.org;Farmacia ospedaliera;Emilia-Romagna;Database DEM;true
1420;Giuseppe Poli;giuseppe.poli@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
1421;Riccardo Ferrari;riccardo.ferrari@example.org;HCP - Diabetologo;Veneto;Database DEM;true
1422;Angela Castelli;angela.castelli@example.org;HCP - Endocrinologo;Piemonte;Database DEM;true
1423;Sabrina Zanetti;sabrina.zanetti@example.org;Farmacia ospedaliera;Emilia-Romagna;Database DEM;true
1424;Cristina Morelli;cristina.morelli@example.org;HCP - Medico di medicina generale;Emilia-Romagna;Database DEM;true
1425;Francesca Rossetti;francesca.rossetti@example.org;HCP - Diabetologo;Lazio;Database DEM;true
1426;Giulio Antonelli;giulio.antonelli@example.org;Studio medico / Ambulatorio;Lombardia;Database DEM;true
1427;Emanuele Silvestri;emanuele.silvestri@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
1428;Giorgia Silvestri;giorgia.silvestri@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
1429;Luigi Galli;luigi.galli@example.org;Studio medico / Ambulatorio;Puglia;Database DEM;true
1430;Tommaso Pesce;tommaso.pesce@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
1431;Marco Landi;marco.landi@example.org;Altro / Industry;Lombardia;Database DEM;true
1432;Silvia Monaco;silvia.monaco@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
1433;Giulia Corsi;giulia.corsi@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1434;Marco Neri;marco.neri@example.org;HCP - Diabetologo;Lazio;Database DEM;true
1435;Teresa Bruno;teresa.bruno@example.org;HCP - Diabetologo;Veneto;Database DEM;true
1436;Roberta Landi;roberta.landi@example.org;Farmacia ospedaliera;Umbria;Database DEM;true
1437;Raffaella Fontana;raffaella.fontana@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
1438;Mauro Bellini;mauro.bellini@example.org;HCP - Endocrinologo;Puglia;Database DEM;true
1439;Valeria Mariani;valeria.mariani@example.org;HCP - Diabetologo;Toscana;Database DEM;true
1440;Gabriele Antonelli;gabriele.antonelli@example.org;HCP - Infermiere / Educatore;Calabria;Database DEM;true
1441;Barbara Rossi;barbara.rossi@example.org;Farmacia ospedaliera;Campania;Database DEM;true
1442;Tommaso Sartori;tommaso.sartori@example.org;Altro / Industry;Campania;Database DEM;true
1443;Sara Benedetti;sara.benedetti@example.org;HCP - Endocrinologo;Marche;Database DEM;true
1444;Michele Rossetti;michele.rossetti@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1445;Federica Ferrara;federica.ferrara@example.org;HCP - Diabetologo;Abruzzo;Database DEM;true
1446;Filippo Balestra;filippo.balestra@example.org;HCP - Diabetologo;Piemonte;Database DEM;true
1447;Serena Greco;serena.greco@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
1448;Giovanna Farina;giovanna.farina@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
1449;Filippo Manfredi;filippo.manfredi@example.org;HCP - Diabetologo;Campania;Database DEM;true
1450;Paola Giordano;paola.giordano@example.org;Studio medico / Ambulatorio;Calabria;Database DEM;true
1451;Giulia Grassi;giulia.grassi@example.org;HCP - Medico di medicina generale;Sicilia;Database DEM;true
1452;Vincenzo Pellegrini;vincenzo.pellegrini@example.org;Studio medico / Ambulatorio;Emilia-Romagna;Database DEM;true
1453;Claudia Rossi;claudia.rossi@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
1454;Manuela Ferrara;manuela.ferrara@example.org;Studio medico / Ambulatorio;Emilia-Romagna;Database DEM;true
1455;Laura Franco;laura.franco@example.org;Altro / Industry;Veneto;Database DEM;true
1456;Giorgio Leone;giorgio.leone@example.org;HCP - Diabetologo;Campania;Database DEM;true
1457;Jacopo Desantis;jacopo.desantis@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
1458;Jacopo Rossi;jacopo.rossi@example.org;HCP - Diabetologo;Friuli-Venezia Giulia;Database DEM;true
1459;Manuela Manfredi;manuela.manfredi@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1460;Massimo Lorenzi;massimo.lorenzi@example.org;HCP - Diabetologo;Marche;Database DEM;true
1461;Margherita Valente;margherita.valente@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
1462;Giovanni Bonetti;giovanni.bonetti@example.org;Studio medico / Ambulatorio;Lazio;Database DEM;true
1463;Serena Deluca;serena.deluca@example.org;Farmacia ospedaliera;Sardegna;Database DEM;true
1464;Susanna Fumagalli;susanna.fumagalli@example.org;HCP - Diabetologo;Lazio;Database DEM;true
1465;Nicola Fumagalli;nicola.fumagalli@example.org;HCP - Medico di medicina generale;Umbria;Database DEM;true
1466;Francesco Palmieri;francesco.palmieri@example.org;HCP - Diabetologo;Calabria;Database DEM;true
1467;Davide Esposito;davide.esposito@example.org;Farmacia ospedaliera;Piemonte;Database DEM;true
1468;Giovanna Rossi;giovanna.rossi@example.org;Altro / Industry;Lombardia;Database DEM;true
1469;Claudio Silvestri;claudio.silvestri@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1470;Simone Fontana;simone.fontana@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
1471;Laura Iacobelli;laura.iacobelli@example.org;Altro / Industry;Liguria;Database DEM;true
1472;Claudio Melchiorre;claudio.melchiorre@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
1473;Jacopo Perini;jacopo.perini@example.org;Studio medico / Ambulatorio;Puglia;Database DEM;true
1474;Riccardo Pagano;riccardo.pagano@example.org;HCP - Diabetologo;Puglia;Database DEM;true
1475;Sara Bruno;sara.bruno@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
1476;Alessandro Rizzo;alessandro.rizzo@example.org;Studio medico / Ambulatorio;Lazio;Database DEM;true
1477;Elena Iacobelli;elena.iacobelli@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1478;Simone Morelli;simone.morelli@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1479;Teresa Sala;teresa.sala@example.org;Direzione sanitaria;Campania;Database DEM;true
1480;Gianluca Manfredi;gianluca.manfredi@example.org;Farmacia ospedaliera;Puglia;Database DEM;true
1481;Riccardo Sala;riccardo.sala@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1482;Gabriele Testa;gabriele.testa@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
1483;Mariangela Giordano;mariangela.giordano@example.org;HCP - Endocrinologo;Lazio;Database DEM;true
1484;Michela Ferretti;michela.ferretti@example.org;HCP - Diabetologo;Lazio;Database DEM;true
1485;Maria Bernardi;maria.bernardi@example.org;HCP - Diabetologo;Toscana;Database DEM;true
1486;Davide Conte;davide.conte@example.org;HCP - Diabetologo;Veneto;Database DEM;true
1487;Cristina Amato;cristina.amato@example.org;HCP - Infermiere / Educatore;Campania;Database DEM;true
1488;Caterina Bacci;caterina.bacci@example.org;Studio medico / Ambulatorio;Sicilia;Database DEM;true
1489;Francesco Fabbri;francesco.fabbri@example.org;Direzione sanitaria;Toscana;Database DEM;true
1490;Riccardo Benedetti;riccardo.benedetti@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1491;Rosanna Barbieri;rosanna.barbieri@example.org;HCP - Infermiere / Educatore;Lazio;Database DEM;true
1492;Roberto Rossi;roberto.rossi@example.org;HCP - Endocrinologo;Toscana;Database DEM;true
1493;Manuela Cirillo;manuela.cirillo@example.org;HCP - Endocrinologo;Piemonte;Database DEM;true
1494;Valeria Bianchi;valeria.bianchi@example.org;HCP - Diabetologo;Liguria;Database DEM;true
1495;Michele Guerra;michele.guerra@example.org;HCP - Diabetologo;Lazio;Database DEM;true
1496;Viola Monaco;viola.monaco@example.org;Farmacia ospedaliera;Emilia-Romagna;Database DEM;true
1497;Maria Giuliani;maria.giuliani@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
1498;Chiara Riva;chiara.riva@example.org;Altro / Industry;Marche;Database DEM;true
1499;Emanuele Marchetti;emanuele.marchetti@example.org;HCP - Diabetologo;Abruzzo;Database DEM;true
1500;Sofia Borghi;sofia.borghi@example.org;Direzione sanitaria;Campania;Database DEM;true
1501;Roberto Balestra;roberto.balestra@example.org;HCP - Infermiere / Educatore;Lazio;Database DEM;true
1502;Margherita Cavallo;margherita.cavallo@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
1503;Maria Ferrari;maria.ferrari@example.org;HCP - Endocrinologo;Emilia-Romagna;Database DEM;true
1504;Irene Bellini;irene.bellini@example.org;Altro / Industry;Sardegna;Database DEM;true
1505;Giovanni Barbieri;giovanni.barbieri@example.org;HCP - Medico di medicina generale;Puglia;Database DEM;true
1506;Alessandro Milani;alessandro.milani@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
1507;Giulia Giordano;giulia.giordano@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
1508;Gianluca Caputo;gianluca.caputo@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
1509;Andrea Lombardi;andrea.lombardi@example.org;HCP - Medico di medicina generale;Campania;Database DEM;true
1510;Simone Corsi;simone.corsi@example.org;HCP - Infermiere / Educatore;Sicilia;Database DEM;true
1511;Paolo Cavallo;paolo.cavallo@example.org;Altro / Industry;Lombardia;Database DEM;true
1512;Carlo Parisi;carlo.parisi@example.org;Studio medico / Ambulatorio;Piemonte;Database DEM;true
1513;Federico Desantis;federico.desantis@example.org;HCP - Infermiere / Educatore;Toscana;Database DEM;true
1514;Giulia Ferretti;giulia.ferretti@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
1515;Barbara Milani;barbara.milani@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
1516;Chiara Bianchi;chiara.bianchi@example.org;Altro / Industry;Lazio;Database DEM;true
1517;Vincenzo Innocenti;vincenzo.innocenti@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
1518;Anna Fontana;anna.fontana@example.org;HCP - Endocrinologo;Piemonte;Database DEM;true
1519;Antonio Bruno;antonio.bruno@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1520;Enrico Valente;enrico.valente@example.org;HCP - Medico di medicina generale;Emilia-Romagna;Database DEM;true
1521;Elena Landi;elena.landi@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
1522;Luigi Ariemma;luigi.ariemma@example.org;HCP - Medico di medicina generale;Puglia;Database DEM;true
1523;Stefano Caruso;stefano.caruso@example.org;Studio medico / Ambulatorio;Campania;Database DEM;true
1524;Giovanni Bacci;giovanni.bacci@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
1525;Elisa Milani;elisa.milani@example.org;HCP - Endocrinologo;Piemonte;Database DEM;true
1526;Monica Fumagalli;monica.fumagalli@example.org;Studio medico / Ambulatorio;Puglia;Database DEM;true
1527;Federica Marchetti;federica.marchetti@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
1528;Davide Bianchi;davide.bianchi@example.org;HCP - Medico di medicina generale;Emilia-Romagna;Database DEM;true
1529;Monica Amato;monica.amato@example.org;HCP - Infermiere / Educatore;Liguria;Database DEM;true
1530;Luca Desantis;luca.desantis@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1531;Tommaso Balestra;tommaso.balestra@example.org;HCP - Endocrinologo;Campania;Database DEM;true
1532;Marta Bianco;marta.bianco@example.org;Direzione sanitaria;Veneto;Database DEM;true
1533;Nicola Perini;nicola.perini@example.org;HCP - Diabetologo;Liguria;Database DEM;true
1534;Chiara Testa;chiara.testa@example.org;HCP - Endocrinologo;Toscana;Database DEM;true
1535;Lucia Bellini;lucia.bellini@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1536;Emanuele Fontana;emanuele.fontana@example.org;HCP - Infermiere / Educatore;Toscana;Database DEM;true
1537;Angela Antonelli;angela.antonelli@example.org;Studio medico / Ambulatorio;Emilia-Romagna;Database DEM;true
1538;Tommaso Lorenzi;tommaso.lorenzi@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
1539;Simone Testa;simone.testa@example.org;HCP - Diabetologo;Piemonte;Database DEM;true
1540;Simone Ferrari;simone.ferrari@example.org;Farmacia ospedaliera;Piemonte;Database DEM;true
1541;Pietro Deluca;pietro.deluca@example.org;HCP - Diabetologo;Liguria;Database DEM;true
1542;Elena Grassi;elena.grassi@example.org;HCP - Endocrinologo;Abruzzo;Database DEM;true
1543;Elena Messina;elena.messina@example.org;HCP - Diabetologo;Sardegna;Database DEM;true
1544;Sara Sala;sara.sala@example.org;Farmacia ospedaliera;Emilia-Romagna;Database DEM;true
1545;Paola Morelli;paola.morelli@example.org;HCP - Diabetologo;Puglia;Database DEM;true
1546;Michele Piras;michele.piras@example.org;Farmacia ospedaliera;Piemonte;Database DEM;true
1547;Pietro Lombardi;pietro.lombardi@example.org;HCP - Diabetologo;Campania;Database DEM;true
1548;Mariangela Amato;mariangela.amato@example.org;HCP - Endocrinologo;Sardegna;Database DEM;true
1549;Roberto Agostini;roberto.agostini@example.org;Studio medico / Ambulatorio;Abruzzo;Database DEM;true
1550;Angela Landi;angela.landi@example.org;HCP - Medico di medicina generale;Emilia-Romagna;Database DEM;true
1551;Giovanni Pesce;giovanni.pesce@example.org;Altro / Industry;Lazio;Database DEM;true
1552;Laura Conte;laura.conte@example.org;HCP - Diabetologo;Calabria;Database DEM;true
1553;Cristina Bernardi;cristina.bernardi@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1554;Andrea Giuliani;andrea.giuliani@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1555;Mariangela Costa;mariangela.costa@example.org;HCP - Endocrinologo;Calabria;Database DEM;true
1556;Emanuele Santoro;emanuele.santoro@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
1557;Giacomo Rossi;giacomo.rossi@example.org;Altro / Industry;Lombardia;Database DEM;true
1558;Viola Ferrara;viola.ferrara@example.org;HCP - Infermiere / Educatore;Friuli-Venezia Giulia;Database DEM;true
1559;Carlo Ariemma;carlo.ariemma@example.org;HCP - Infermiere / Educatore;Puglia;Database DEM;true
1560;Daniela Desantis;daniela.desantis@example.org;HCP - Diabetologo;Piemonte;Database DEM;true
1561;Paolo Sala;paolo.sala@example.org;Studio medico / Ambulatorio;Abruzzo;Database DEM;true
1562;Caterina Caruso;caterina.caruso@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
